100503331952271360	78645751	neutral
100503244962406400	304917066	neutral
100484040750149633	58394565	neutral
100484763084783617	100501676	neutral
100500019202895872	300097931	positive
100485461704851456	194930259	neutral
102145743250391040	167878124	neutral
100484828864061440	43003774	neutral
100486071091073024	73448257	neutral
101104921033707521	35274641	positive
100529710613807104	182632134	neutral
102265682154102784	32284898	positive
100488064446627840	193365174	positive
100485459989381120	141250621	neutral
100048630001582081	50122026	positive
100488297406660608	52921901	neutral
100485103389638656	68611060	positive
100108726681337857	7827172	negative
100486512772251648	53848566	neutral
