110223787944976384	45879460	neutral
111823672993529856	12997002	neutral
109634216093954048	88090633	neutral
108230031880368128	23717472	neutral
110540813716570112	211279117	positive
107989219103879168	208086916	neutral
111553068902006784	275811159	neutral
107792924523245568	333453752	negative
111809777004322817	5664792	neutral
107900623042785280	178465017	neutral
109076990899916800	170914578	neutral
109272940570357760	27736606	neutral
111522086333333504	162441783	neutral
104380100287545344	357128592	positive
108398021116575744	242164117	positive
111496384632463360	156154060	positive
259135606200868865	17644917	neutral
259147552996327424	555427306	positive
259135606137966593	177603947	positive
