100002521464053761	72724061	positive
100244223315558401	313005431	neutral
100304159491899393	69968102	positive
100275185957081088	255666197	positive
100001547253063681	40165410	neutral
100137150321917952	193017230	positive
100003671072456704	110349300	positive
100002016922832896	27457376	neutral
100017848314900480	272414270	positive
100092222699081728	48718901	positive
100318977728839680	249952874	positive
100335663613882368	5463692	neutral
100212602520608769	333735840	neutral
100274720783613952	168422187	positive
100244873386536960	39089882	neutral
100289335701667840	195504144	positive
100077040413315072	24118994	positive
100213241103400960	38303316	positive
103926602785759232	250680911	neutral
